currency_pair,date,rate
USD/GBP,2026-03-03,0.741103
USD/INR,2026-03-03,87.434746
EUR/GBP,2026-03-03,0.914267
EUR/INR,2026-03-03,100.678948
GBP/INR,2026-03-03,116.787652
USD/EUR,2026-03-04,0.82641
USD/GBP,2026-03-04,0.765581
USD/INR,2026-03-04,88.249667
EUR/GBP,2026-03-04,0.913265
EUR/INR,2026-03-04,95.392188
GBP/INR,2026-03-04,109.160934
USD/EUR,2026-03-05,0.893134
USD/GBP,2026-03-05,0.763349
USD/INR,2026-03-05,83.855686
EUR/GBP,2026-03-05,0.895139
EUR/INR,2026-03-05,96.148307
GBP/INR,2026-03-05,114.532515
USD/EUR,2026-03-06,0.83689
USD/GBP,2026-03-06,0.755021
USD/INR,2026-03-06,87.049107
EUR/GBP,2026-03-06,0.912949
EUR/INR,2026-03-06,98.476044
GBP/INR,2026-03-06,108.219644
USD/EUR,2026-03-07,0.894634
USD/GBP,2026-03-07,0.731296
USD/INR,2026-03-07,85.468333
EUR/GBP,2026-03-07,0.898372
EUR/INR,2026-03-07,96.96327
GBP/INR,2026-03-07,107.29139
USD/EUR,2026-03-08,0.895651
USD/GBP,2026-03-08,0.749237
USD/INR,2026-03-08,85.379964
EUR/GBP,2026-03-08,0.856328
EUR/INR,2026-03-08,99.046472
GBP/INR,2026-03-08,108.732142
USD/EUR,2026-03-09,0.8533
USD/GBP,2026-03-09,0.748222
USD/INR,2026-03-09,84.663116
EUR/GBP,2026-03-09,0.881234
EUR/INR,2026-03-09,96.564338
GBP/INR,2026-03-09,114.728037
USD/EUR,2026-03-10,0.900728
USD/GBP,2026-03-10,0.788383
USD/INR,2026-03-10,82.294513
EUR/GBP,2026-03-10,0.905082
EUR/INR,2026-03-10,100.162727
GBP/INR,2026-03-10,115.459331
USD/EUR,2026-03-11,0.833289
USD/GBP,2026-03-11,0.762619
USD/INR,2026-03-11,82.676975
EUR/GBP,2026-03-11,0.917279
EUR/INR,2026-03-11,100.351504
GBP/INR,2026-03-11,108.670505
USD/EUR,2026-03-12,0.90155
USD/GBP,2026-03-12,0.785278
USD/INR,2026-03-12,87.874718
EUR/GBP,2026-03-12,0.861204
EUR/INR,2026-03-12,102.399339
GBP/INR,2026-03-12,107.733339
USD/EUR,2026-03-13,0.874753
USD/GBP,2026-03-13,0.782507
USD/INR,2026-03-13,83.070026
EUR/GBP,2026-03-13,0.930767
EUR/INR,2026-03-13,95.040025
GBP/INR,2026-03-13,115.281271
USD/EUR,2026-03-14,0.90787
USD/GBP,2026-03-14,0.798557
USD/INR,2026-03-14,82.498631
EUR/GBP,2026-03-14,0.896158
EUR/INR,2026-03-14,98.569379
GBP/INR,2026-03-14,108.992993
USD/EUR,2026-03-15,0.903943
USD/GBP,2026-03-15,0.788718
USD/INR,2026-03-15,88.74446
EUR/GBP,2026-03-15,0.915364
EUR/INR,2026-03-15,98.428803
GBP/INR,2026-03-15,107.402918
USD/EUR,2026-03-16,0.883338
USD/GBP,2026-03-16,0.756403
USD/INR,2026-03-16,85.199896
EUR/GBP,2026-03-16,0.87549
EUR/INR,2026-03-16,96.971414
GBP/INR,2026-03-16,116.282292
USD/EUR,2026-03-17,0.885767
USD/GBP,2026-03-17,0.76868
USD/INR,2026-03-17,83.06622
EUR/GBP,2026-03-17,0.860562
EUR/INR,2026-03-17,98.28612
GBP/INR,2026-03-17,115.742776
USD/EUR,2026-03-18,0.875425
USD/GBP,2026-03-18,0.726987
USD/INR,2026-03-18,86.91012
EUR/GBP,2026-03-18,0.894408
EUR/INR,2026-03-18,98.39714
GBP/INR,2026-03-18,114.462786
USD/EUR,2026-03-19,0.852493
USD/GBP,2026-03-19,0.799626
USD/INR,2026-03-19,80.776592
EUR/GBP,2026-03-19,0.904962
EUR/INR,2026-03-19,101.345375
GBP/INR,2026-03-19,110.465652
USD/EUR,2026-03-20,0.899722
USD/GBP,2026-03-20,0.770731
USD/INR,2026-03-20,84.325472
EUR/GBP,2026-03-20,0.908841
EUR/INR,2026-03-20,103.528871
GBP/INR,2026-03-20,107.389752
USD/EUR,2026-03-21,0.90874
USD/GBP,2026-03-21,0.773229
USD/INR,2026-03-21,87.728451
EUR/GBP,2026-03-21,0.915451
EUR/INR,2026-03-21,99.024863
GBP/INR,2026-03-21,114.201558
USD/EUR,2026-03-22,0.900715
USD/GBP,2026-03-22,0.751661
USD/INR,2026-03-22,88.406442
EUR/GBP,2026-03-22,0.935529
EUR/INR,2026-03-22,98.609822
GBP/INR,2026-03-22,112.768332
USD/EUR,2026-03-23,0.829214
USD/GBP,2026-03-23,0.74234
USD/INR,2026-03-23,88.55771
EUR/GBP,2026-03-23,0.894727
EUR/INR,2026-03-23,103.743429
GBP/INR,2026-03-23,112.150423
USD/EUR,2026-03-24,0.864941
USD/GBP,2026-03-24,0.737015
USD/INR,2026-03-24,84.464029
EUR/GBP,2026-03-24,0.872866
EUR/INR,2026-03-24,97.379461
GBP/INR,2026-03-24,107.179632
USD/EUR,2026-03-25,0.903266
USD/GBP,2026-03-25,0.750016
USD/INR,2026-03-25,85.920657
EUR/GBP,2026-03-25,0.910597
EUR/INR,2026-03-25,101.771306
GBP/INR,2026-03-25,117.708728
USD/EUR,2026-03-26,0.83171
USD/GBP,2026-03-26,0.773842
USD/INR,2026-03-26,87.863384
EUR/GBP,2026-03-26,0.927967
EUR/INR,2026-03-26,96.749247
GBP/INR,2026-03-26,116.183827
USD/EUR,2026-03-27,0.859284
USD/GBP,2026-03-27,0.796482
USD/INR,2026-03-27,81.985189
EUR/GBP,2026-03-27,0.873716
EUR/INR,2026-03-27,97.579207
GBP/INR,2026-03-27,117.229165
USD/EUR,2026-03-28,0.831769
USD/GBP,2026-03-28,0.768347
USD/INR,2026-03-28,85.915349
EUR/GBP,2026-03-28,0.8805
EUR/INR,2026-03-28,97.142194
GBP/INR,2026-03-28,110.410908
USD/EUR,2026-03-29,0.907897
USD/GBP,2026-03-29,0.793481
USD/INR,2026-03-29,82.716642
EUR/GBP,2026-03-29,0.912778
EUR/INR,2026-03-29,101.119181
GBP/INR,2026-03-29,108.844562
USD/EUR,2026-03-30,0.847871
USD/GBP,2026-03-30,0.788589
USD/INR,2026-03-30,86.80856
EUR/GBP,2026-03-30,0.853365
EUR/INR,2026-03-30,100.452202
GBP/INR,2026-03-30,112.023281
USD/EUR,2026-03-31,0.854081
USD/GBP,2026-03-31,0.795171
USD/INR,2026-03-31,81.195864
EUR/GBP,2026-03-31,0.912703
EUR/INR,2026-03-31,99.596275
GBP/INR,2026-03-31,114.483198
USD/EUR,2026-04-01,0.908605
USD/GBP,2026-04-01,0.758614
USD/INR,2026-04-01,82.746368
EUR/GBP,2026-04-01,0.907715
EUR/INR,2026-04-01,100.205385
GBP/INR,2026-04-01,108.235959
USD/EUR,2026-04-02,0.866564
USD/GBP,2026-04-02,0.741468
USD/INR,2026-04-02,84.991319
EUR/GBP,2026-04-02,0.91615
EUR/INR,2026-04-02,103.400531
GBP/INR,2026-04-02,112.343037
USD/EUR,2026-04-03,0.851379
USD/GBP,2026-04-03,0.790301
USD/INR,2026-04-03,81.562709
EUR/GBP,2026-04-03,0.928
EUR/INR,2026-04-03,104.323298
GBP/INR,2026-04-03,114.787094
USD/EUR,2026-04-04,0.877696
USD/GBP,2026-04-04,0.765639
USD/INR,2026-04-04,87.406583
EUR/GBP,2026-04-04,0.887307
EUR/INR,2026-04-04,95.232156
GBP/INR,2026-04-04,117.236314
USD/EUR,2026-04-05,0.891231
USD/GBP,2026-04-05,0.728798
USD/INR,2026-04-05,82.113748
EUR/GBP,2026-04-05,0.887092
EUR/INR,2026-04-05,100.604512
GBP/INR,2026-04-05,109.112784
USD/EUR,2026-04-06,0.873697
USD/GBP,2026-04-06,0.802438
USD/INR,2026-04-06,80.719991
EUR/GBP,2026-04-06,0.938542
EUR/INR,2026-04-06,96.87647
GBP/INR,2026-04-06,111.375329
USD/EUR,2026-04-07,0.856653
USD/GBP,2026-04-07,0.771282
USD/INR,2026-04-07,88.34728
EUR/GBP,2026-04-07,0.890641
EUR/INR,2026-04-07,96.191428
GBP/INR,2026-04-07,108.956228
USD/EUR,2026-04-08,0.85362
USD/GBP,2026-04-08,0.744378
USD/INR,2026-04-08,83.664539
EUR/GBP,2026-04-08,0.903645
EUR/INR,2026-04-08,95.38843
GBP/INR,2026-04-08,107.79765
USD/EUR,2026-04-09,0.894824
USD/GBP,2026-04-09,0.786469
USD/INR,2026-04-09,82.037114
EUR/GBP,2026-04-09,0.913311
EUR/INR,2026-04-09,102.77137
GBP/INR,2026-04-09,115.992748
USD/EUR,2026-04-10,0.891376
USD/GBP,2026-04-10,0.749958
USD/INR,2026-04-10,82.782845
EUR/GBP,2026-04-10,0.90915
EUR/INR,2026-04-10,95.935976
GBP/INR,2026-04-10,107.075526
USD/EUR,2026-04-11,0.860229
USD/GBP,2026-04-11,0.740138
USD/INR,2026-04-11,86.707563
EUR/GBP,2026-04-11,0.876728
EUR/INR,2026-04-11,96.353577
GBP/INR,2026-04-11,116.126396
USD/EUR,2026-04-12,0.881838
USD/GBP,2026-04-12,0.767711
USD/INR,2026-04-12,82.347214
EUR/GBP,2026-04-12,0.873802
EUR/INR,2026-04-12,96.520568
GBP/INR,2026-04-12,111.217973
USD/EUR,2026-04-13,0.904706
USD/GBP,2026-04-13,0.782862
USD/INR,2026-04-13,83.621214
EUR/GBP,2026-04-13,0.933358
EUR/INR,2026-04-13,96.968749
GBP/INR,2026-04-13,107.451742
USD/EUR,2026-04-14,0.86093
USD/GBP,2026-04-14,0.78822
USD/INR,2026-04-14,87.25978
EUR/GBP,2026-04-14,0.868085
EUR/INR,2026-04-14,96.909088
GBP/INR,2026-04-14,113.355682
USD/EUR,2026-04-15,0.85645
USD/GBP,2026-04-15,0.773774
USD/INR,2026-04-15,81.513053
EUR/GBP,2026-04-15,0.881838
EUR/INR,2026-04-15,94.632826
GBP/INR,2026-04-15,110.046075
USD/EUR,2026-04-16,0.852594
USD/GBP,2026-04-16,0.789967
USD/INR,2026-04-16,85.263475
EUR/GBP,2026-04-16,0.883347
EUR/INR,2026-04-16,104.099252
GBP/INR,2026-04-16,116.610402
USD/EUR,2026-04-17,0.877954
USD/GBP,2026-04-17,0.797778
USD/INR,2026-04-17,87.196229
EUR/GBP,2026-04-17,0.940791
EUR/INR,2026-04-17,100.459796
GBP/INR,2026-04-17,116.899473
USD/EUR,2026-04-18,0.902783
USD/GBP,2026-04-18,0.790639
USD/INR,2026-04-18,87.684379
EUR/GBP,2026-04-18,0.874338
EUR/INR,2026-04-18,98.643307
GBP/INR,2026-04-18,117.172024
USD/EUR,2026-04-19,0.898576
USD/GBP,2026-04-19,0.75834
USD/INR,2026-04-19,83.117786
EUR/GBP,2026-04-19,0.880886
EUR/INR,2026-04-19,95.3468
GBP/INR,2026-04-19,116.68276
USD/EUR,2026-04-20,0.857882
USD/GBP,2026-04-20,0.729438
USD/INR,2026-04-20,84.21828
EUR/GBP,2026-04-20,0.923822
EUR/INR,2026-04-20,99.578143
GBP/INR,2026-04-20,107.017094
USD/EUR,2026-04-21,0.888719
USD/GBP,2026-04-21,0.786926
USD/INR,2026-04-21,83.213829
EUR/GBP,2026-04-21,0.86399
EUR/INR,2026-04-21,99.424399
GBP/INR,2026-04-21,112.080583
USD/EUR,2026-04-22,0.903557
USD/GBP,2026-04-22,0.801183
USD/INR,2026-04-22,86.580928
EUR/GBP,2026-04-22,0.906397
EUR/INR,2026-04-22,98.353169
GBP/INR,2026-04-22,111.18917
USD/EUR,2026-04-23,0.905899
USD/GBP,2026-04-23,0.75859
USD/INR,2026-04-23,85.297815
EUR/GBP,2026-04-23,0.906357
EUR/INR,2026-04-23,96.913617
GBP/INR,2026-04-23,107.113661
USD/EUR,2026-04-24,0.883096
USD/GBP,2026-04-24,0.760624
USD/INR,2026-04-24,87.521364
EUR/GBP,2026-04-24,0.909037
EUR/INR,2026-04-24,102.998228
GBP/INR,2026-04-24,116.667787
USD/EUR,2026-04-25,0.859819
USD/GBP,2026-04-25,0.729508
USD/INR,2026-04-25,87.450052
EUR/GBP,2026-04-25,0.907013
EUR/INR,2026-04-25,103.342128
GBP/INR,2026-04-25,107.81062
USD/EUR,2026-04-26,0.905584
USD/GBP,2026-04-26,0.741887
USD/INR,2026-04-26,84.711047
EUR/GBP,2026-04-26,0.92256
EUR/INR,2026-04-26,103.753919
GBP/INR,2026-04-26,117.376823
USD/EUR,2026-04-27,0.86086
USD/GBP,2026-04-27,0.751083
USD/INR,2026-04-27,84.334243
EUR/GBP,2026-04-27,0.883222
EUR/INR,2026-04-27,98.587907
GBP/INR,2026-04-27,110.536643
USD/EUR,2026-04-28,0.878434
USD/GBP,2026-04-28,0.731112
USD/INR,2026-04-28,86.413157
EUR/GBP,2026-04-28,0.888814
EUR/INR,2026-04-28,94.483064
GBP/INR,2026-04-28,107.934742
USD/EUR,2026-04-29,0.864353
USD/GBP,2026-04-29,0.747484
USD/INR,2026-04-29,85.006152
EUR/GBP,2026-04-29,0.915621
EUR/INR,2026-04-29,96.063263
GBP/INR,2026-04-29,110.034388
USD/EUR,2026-04-30,0.839659
USD/GBP,2026-04-30,0.798731
USD/INR,2026-04-30,85.39577
EUR/GBP,2026-04-30,0.907995
EUR/INR,2026-04-30,98.570498
GBP/INR,2026-04-30,112.637365
USD/EUR,2026-05-01,0.823191
USD/GBP,2026-05-01,0.799429
USD/INR,2026-05-01,88.047446
EUR/GBP,2026-05-01,0.879602
EUR/INR,2026-05-01,103.260385
GBP/INR,2026-05-01,114.064671
USD/EUR,2026-05-02,0.889017
USD/GBP,2026-05-02,0.755968
USD/INR,2026-05-02,86.184033
EUR/GBP,2026-05-02,0.92124
EUR/INR,2026-05-02,96.498499
GBP/INR,2026-05-02,110.644496
USD/EUR,2026-05-03,0.825236
USD/GBP,2026-05-03,0.787593
USD/INR,2026-05-03,86.523479
EUR/GBP,2026-05-03,0.873939
EUR/INR,2026-05-03,95.972266
GBP/INR,2026-05-03,113.073508
USD/EUR,2026-05-04,0.827383
USD/GBP,2026-05-04,0.787957
USD/INR,2026-05-04,84.715906
EUR/GBP,2026-05-04,0.86515
EUR/INR,2026-05-04,97.47395
GBP/INR,2026-05-04,111.757871
USD/EUR,2026-05-05,0.846984
USD/GBP,2026-05-05,0.726951
USD/INR,2026-05-05,81.265742
EUR/GBP,2026-05-05,0.85496
EUR/INR,2026-05-05,102.720588
GBP/INR,2026-05-05,116.383645
USD/EUR,2026-05-06,0.867411
USD/GBP,2026-05-06,0.790703
USD/INR,2026-05-06,88.58183
EUR/GBP,2026-05-06,0.888088
EUR/INR,2026-05-06,95.864796
GBP/INR,2026-05-06,110.937801
USD/EUR,2026-05-07,0.892469
USD/GBP,2026-05-07,0.763328
USD/INR,2026-05-07,86.798265
EUR/GBP,2026-05-07,0.905925
EUR/INR,2026-05-07,101.674505
GBP/INR,2026-05-07,109.489839
USD/EUR,2026-05-08,0.876392
USD/GBP,2026-05-08,0.767658
USD/INR,2026-05-08,86.520946
EUR/GBP,2026-05-08,0.885896
EUR/INR,2026-05-08,99.660015
GBP/INR,2026-05-08,107.249498
USD/EUR,2026-05-09,0.853636
USD/GBP,2026-05-09,0.748462
USD/INR,2026-05-09,83.063533
EUR/GBP,2026-05-09,0.851006
EUR/INR,2026-05-09,102.419338
GBP/INR,2026-05-09,106.89059
USD/EUR,2026-05-10,0.827049
USD/GBP,2026-05-10,0.781906
USD/INR,2026-05-10,83.792241
EUR/GBP,2026-05-10,0.900809
EUR/INR,2026-05-10,100.033054
GBP/INR,2026-05-10,107.567921
USD/EUR,2026-05-11,0.88963
USD/GBP,2026-05-11,0.772935
USD/INR,2026-05-11,80.08492
EUR/GBP,2026-05-11,0.875224
EUR/INR,2026-05-11,103.176028
GBP/INR,2026-05-11,116.248265
USD/EUR,2026-05-12,0.83256
USD/GBP,2026-05-12,0.789497
USD/INR,2026-05-12,86.021783
EUR/GBP,2026-05-12,0.889841
EUR/INR,2026-05-12,99.228948
GBP/INR,2026-05-12,115.093719
USD/EUR,2026-05-13,0.823864
USD/GBP,2026-05-13,0.739687
USD/INR,2026-05-13,82.796528
EUR/GBP,2026-05-13,0.861687
EUR/INR,2026-05-13,103.375271
GBP/INR,2026-05-13,114.937844
USD/EUR,2026-05-14,0.838071
USD/GBP,2026-05-14,0.746204
USD/INR,2026-05-14,82.387963
EUR/GBP,2026-05-14,0.904554
EUR/INR,2026-05-14,96.552537
GBP/INR,2026-05-14,112.235325
USD/EUR,2026-05-15,0.870832
USD/GBP,2026-05-15,0.779755
USD/INR,2026-05-15,86.053021
EUR/GBP,2026-05-15,0.868968
EUR/INR,2026-05-15,99.290797
GBP/INR,2026-05-15,114.06605
USD/EUR,2026-05-16,0.83207
USD/GBP,2026-05-16,0.739643
USD/INR,2026-05-16,83.684044
EUR/GBP,2026-05-16,0.88564
EUR/INR,2026-05-16,98.669804
GBP/INR,2026-05-16,115.921788
USD/EUR,2026-05-17,0.896662
USD/GBP,2026-05-17,0.756666
USD/INR,2026-05-17,81.813134
EUR/GBP,2026-05-17,0.858866
EUR/INR,2026-05-17,98.346908
GBP/INR,2026-05-17,109.593367
USD/EUR,2026-05-18,0.849491
USD/GBP,2026-05-18,0.757476
USD/INR,2026-05-18,83.545025
EUR/GBP,2026-05-18,0.907833
EUR/INR,2026-05-18,102.709022
GBP/INR,2026-05-18,110.778783
USD/EUR,2026-05-19,0.899758
USD/GBP,2026-05-19,0.755992
USD/INR,2026-05-19,82.558212
EUR/GBP,2026-05-19,0.851052
EUR/INR,2026-05-19,99.956644
GBP/INR,2026-05-19,116.590979
USD/EUR,2026-05-20,0.897089
USD/GBP,2026-05-20,0.768036
USD/INR,2026-05-20,86.747631
EUR/GBP,2026-05-20,0.870799
EUR/INR,2026-05-20,98.761181
GBP/INR,2026-05-20,115.037669
USD/EUR,2026-05-21,0.850316
USD/GBP,2026-05-21,0.74255
USD/INR,2026-05-21,82.29527
EUR/GBP,2026-05-21,0.8683
EUR/INR,2026-05-21,96.656403
GBP/INR,2026-05-21,111.975159
USD/EUR,2026-05-22,0.846648
USD/GBP,2026-05-22,0.766273
USD/INR,2026-05-22,86.995014
EUR/GBP,2026-05-22,0.886498
EUR/INR,2026-05-22,98.353995
GBP/INR,2026-05-22,109.162936
USD/EUR,2026-05-23,0.888733
USD/GBP,2026-05-23,0.723548
USD/INR,2026-05-23,86.172048
EUR/GBP,2026-05-23,0.867901
EUR/INR,2026-05-23,97.633125
GBP/INR,2026-05-23,110.993236
USD/EUR,2026-05-24,0.858336
USD/GBP,2026-05-24,0.723168
USD/INR,2026-05-24,87.14797
EUR/GBP,2026-05-24,0.848294
EUR/INR,2026-05-24,102.317907
GBP/INR,2026-05-24,110.978888
USD/EUR,2026-05-25,0.847728
USD/GBP,2026-05-25,0.744461
USD/INR,2026-05-25,83.537981
EUR/GBP,2026-05-25,0.863846
EUR/INR,2026-05-25,94.610466
GBP/INR,2026-05-25,109.784115
USD/EUR,2026-05-26,0.857514
USD/GBP,2026-05-26,0.736636
USD/INR,2026-05-26,86.301479
EUR/GBP,2026-05-26,0.851116
EUR/INR,2026-05-26,99.517824
GBP/INR,2026-05-26,115.027385
USD/EUR,2026-05-27,0.872079
USD/GBP,2026-05-27,0.724205
USD/INR,2026-05-27,86.900082
EUR/GBP,2026-05-27,0.911325
EUR/INR,2026-05-27,101.541019
GBP/INR,2026-05-27,110.344119
USD/EUR,2026-05-28,0.847228
USD/GBP,2026-05-28,0.758867
USD/INR,2026-05-28,81.764963
EUR/GBP,2026-05-28,0.871207
EUR/INR,2026-05-28,96.258448
GBP/INR,2026-05-28,108.87809
USD/EUR,2026-05-29,0.900788
USD/GBP,2026-05-29,0.780961
USD/INR,2026-05-29,85.203062
EUR/GBP,2026-05-29,0.882717
EUR/INR,2026-05-29,96.059731
GBP/INR,2026-05-29,116.774501
USD/EUR,2026-05-30,0.894568
USD/GBP,2026-05-30,0.78562
USD/INR,2026-05-30,80.778536
EUR/GBP,2026-05-30,0.881481
EUR/INR,2026-05-30,103.302569
GBP/INR,2026-05-30,113.139154
USD/EUR,2026-05-31,0.894448
USD/GBP,2026-05-31,0.770706
USD/INR,2026-05-31,79.776859
EUR/GBP,2026-05-31,0.929801
EUR/INR,2026-05-31,96.14442
GBP/INR,2026-05-31,106.381149
USD/EUR,2026-06-01,0.901408
USD/GBP,2026-06-01,0.775461
USD/INR,2026-06-01,80.228453
EUR/GBP,2026-06-01,0.909764
EUR/INR,2026-06-01,101.578798
GBP/INR,2026-06-01,112.555454
USD/EUR,2026-06-02,0.880021
USD/GBP,2026-06-02,0.746819
USD/INR,2026-06-02,83.148616
EUR/GBP,2026-06-02,0.85112
EUR/INR,2026-06-02,100.313185
GBP/INR,2026-06-02,112.666466
USD/EUR,2026-06-03,0.863818
USD/GBP,2026-06-03,0.774904
USD/INR,2026-06-03,86.576661
EUR/GBP,2026-06-03,0.93214
EUR/INR,2026-06-03,94.35174
GBP/INR,2026-06-03,107.099715
USD/EUR,2026-06-04,0.890922
USD/GBP,2026-06-04,0.757019
USD/INR,2026-06-04,85.841309
EUR/GBP,2026-06-04,0.88339
EUR/INR,2026-06-04,102.611373
GBP/INR,2026-06-04,110.412472
USD/EUR,2026-06-05,0.821174
USD/GBP,2026-06-05,0.774022
USD/INR,2026-06-05,83.483281
EUR/GBP,2026-06-05,0.881099
EUR/INR,2026-06-05,94.355892
GBP/INR,2026-06-05,113.065792
USD/EUR,2026-06-06,0.869904
USD/GBP,2026-06-06,0.757216
USD/INR,2026-06-06,85.119534
EUR/GBP,2026-06-06,0.868014
EUR/INR,2026-06-06,97.950758
GBP/INR,2026-06-06,112.37033
USD/EUR,2026-06-07,0.84838
USD/GBP,2026-06-07,0.76755
USD/INR,2026-06-07,86.039071
EUR/GBP,2026-06-07,0.87686
EUR/INR,2026-06-07,102.087033
GBP/INR,2026-06-07,113.723786
USD/EUR,2026-06-08,0.815212
USD/GBP,2026-06-08,0.746294
USD/INR,2026-06-08,80.584681
EUR/GBP,2026-06-08,0.878423
EUR/INR,2026-06-08,102.964204
GBP/INR,2026-06-08,112.329474
USD/EUR,2026-06-09,0.815037
USD/GBP,2026-06-09,0.766389
USD/INR,2026-06-09,80.012632
EUR/GBP,2026-06-09,0.906006
EUR/INR,2026-06-09,100.214854
GBP/INR,2026-06-09,113.468525
USD/EUR,2026-06-10,0.813651
USD/GBP,2026-06-10,0.731288
USD/INR,2026-06-10,85.309001
EUR/GBP,2026-06-10,0.886045
EUR/INR,2026-06-10,102.214753
GBP/INR,2026-06-10,115.254583
USD/EUR,2026-06-11,0.840088
USD/GBP,2026-06-11,0.780723
USD/INR,2026-06-11,85.081462
EUR/GBP,2026-06-11,0.896994
EUR/INR,2026-06-11,97.411437
GBP/INR,2026-06-11,115.877087
USD/EUR,2026-06-12,0.81856
USD/GBP,2026-06-12,0.721331
USD/INR,2026-06-12,79.931185
EUR/GBP,2026-06-12,0.919074
EUR/INR,2026-06-12,98.455756
GBP/INR,2026-06-12,109.849838
USD/EUR,2026-06-13,0.838929
USD/GBP,2026-06-13,0.740171
USD/INR,2026-06-13,86.590068
EUR/GBP,2026-06-13,0.860115
EUR/INR,2026-06-13,99.001214
GBP/INR,2026-06-13,106.636306
USD/EUR,2026-06-14,0.851092
USD/GBP,2026-06-14,0.772607
USD/INR,2026-06-14,82.153191
EUR/GBP,2026-06-14,0.864079
EUR/INR,2026-06-14,96.109489
GBP/INR,2026-06-14,108.959805
USD/EUR,2026-06-15,0.822984
USD/GBP,2026-06-15,0.730671
USD/INR,2026-06-15,84.347474
EUR/GBP,2026-06-15,0.865643
EUR/INR,2026-06-15,93.307738
GBP/INR,2026-06-15,115.532874
USD/EUR,2026-06-16,0.88642
USD/GBP,2026-06-16,0.728809
USD/INR,2026-06-16,85.29006
EUR/GBP,2026-06-16,0.909684
EUR/INR,2026-06-16,97.826459
GBP/INR,2026-06-16,108.035262
USD/EUR,2026-06-17,0.842014
USD/GBP,2026-06-17,0.722207
USD/INR,2026-06-17,86.878052
EUR/GBP,2026-06-17,0.900439
EUR/INR,2026-06-17,100.478092
GBP/INR,2026-06-17,110.005277
USD/EUR,2026-06-18,0.837699
USD/GBP,2026-06-18,0.781111
USD/INR,2026-06-18,83.356464
EUR/GBP,2026-06-18,0.866589
EUR/INR,2026-06-18,95.047716
GBP/INR,2026-06-18,116.219454
USD/EUR,2026-06-19,0.889369
USD/GBP,2026-06-19,0.721294
USD/INR,2026-06-19,84.807446
EUR/GBP,2026-06-19,0.840336
EUR/INR,2026-06-19,96.499922
GBP/INR,2026-06-19,109.572393
USD/EUR,2026-06-20,0.833506
USD/GBP,2026-06-20,0.786432
USD/INR,2026-06-20,82.646601
EUR/GBP,2026-06-20,0.867407
EUR/INR,2026-06-20,100.964051
GBP/INR,2026-06-20,109.262438
USD/EUR,2026-06-21,0.891517
USD/GBP,2026-06-21,0.785489
USD/INR,2026-06-21,85.595951
EUR/GBP,2026-06-21,0.871213
EUR/INR,2026-06-21,94.599828
GBP/INR,2026-06-21,106.671292
USD/EUR,2026-06-22,0.857064
USD/GBP,2026-06-22,0.73949
USD/INR,2026-06-22,86.408086
EUR/GBP,2026-06-22,0.909946
EUR/INR,2026-06-22,93.492825
GBP/INR,2026-06-22,111.717153
USD/EUR,2026-06-23,0.835735
USD/GBP,2026-06-23,0.781236
USD/INR,2026-06-23,85.686455
EUR/GBP,2026-06-23,0.845143
EUR/INR,2026-06-23,94.565338
GBP/INR,2026-06-23,116.340709
USD/EUR,2026-06-24,0.893026
USD/GBP,2026-06-24,0.73917
USD/INR,2026-06-24,85.773801
EUR/GBP,2026-06-24,0.912219
EUR/INR,2026-06-24,102.374697
GBP/INR,2026-06-24,106.470607
USD/EUR,2026-06-25,0.848552
USD/GBP,2026-06-25,0.77106
USD/INR,2026-06-25,80.505243
EUR/GBP,2026-06-25,0.88532
EUR/INR,2026-06-25,102.041393
GBP/INR,2026-06-25,106.284789
USD/EUR,2026-06-26,0.827791
USD/GBP,2026-06-26,0.75386
USD/INR,2026-06-26,86.937194
EUR/GBP,2026-06-26,0.845665
EUR/INR,2026-06-26,101.508968
GBP/INR,2026-06-26,113.647466
USD/EUR,2026-06-27,0.871095
USD/GBP,2026-06-27,0.788174
USD/INR,2026-06-27,86.956671
EUR/GBP,2026-06-27,0.843025
EUR/INR,2026-06-27,95.289714
GBP/INR,2026-06-27,109.400294
USD/EUR,2026-06-28,0.830524
USD/GBP,2026-06-28,0.76619
USD/INR,2026-06-28,87.105618
EUR/GBP,2026-06-28,0.852253
EUR/INR,2026-06-28,101.665882
GBP/INR,2026-06-28,106.238685
USD/EUR,2026-06-29,0.859942
USD/GBP,2026-06-29,0.740885
USD/INR,2026-06-29,82.76663
EUR/GBP,2026-06-29,0.910807
EUR/INR,2026-06-29,102.249134
GBP/INR,2026-06-29,114.432636
USD/EUR,2026-06-30,0.879389
USD/GBP,2026-06-30,0.768059
USD/INR,2026-06-30,79.734471
EUR/GBP,2026-06-30,0.842006
EUR/INR,2026-06-30,95.739761
GBP/INR,2026-06-30,110.24951
